Id,Date,Satellite,Sensor,Cascading output,Path
True,2019-01-15T09:43:00,Sentinel 2,MSI,No activity,20220419T094041_20220419T094350_T33SVB.jpg
True,2019-01-18T09:53:00,Sentinel 2,MSI,Thermal anomalies,20180423T095031_20180423T095454_T33SVB.jpg
True,2019-01-20T09:43:00,Sentinel 2,MSI,Thermal anomalies,20200214T094029_20200214T094641_T33SVB.jpg
True,2019-01-25T09:43:00,Sentinel 2,MSI,No activity,20220404T094029_20220404T094027_T33SVB.jpg
True,2019-02-02T09:52:00,Sentinel 2,MSI,No activity,20191229T095319_20191229T095447_T33SVB.jpg
True,2019-02-09T09:41:00,Sentinel 2,MSI,Thermal anomalies,20181216T094401_20181216T094403_T33SVB.jpg
True,2019-02-14T09:41:00,Sentinel 2,MSI,Thermal anomalies,20220626T095039_20220626T095034_T33SVB.jpg
True,2019-02-17T09:50:00,Sentinel 2,MSI,Thermal anomalies,20210429T094029_20210429T094026_T33SVB.jpg
True,2019-02-19T09:40:00,Sentinel 2,MSI,Thermal anomalies,20210315T094031_20210315T094345_T33SVB.jpg
True,2019-02-27T09:50:00,Sentinel 2,MSI,Thermal anomalies,20210328T095031_20210328T095356_T33SVB.jpg
True,2019-03-01T09:40:00,Sentinel 2,MSI,Thermal anomalies,20210216T095101_20210216T095356_T33SVB.jpg
True,2019-03-04T09:50:00,Sentinel 2,MSI,Thermal anomalies,20210726T095031_20210726T095558_T33SVB.jpg
True,2019-03-09T09:50:00,Sentinel 2,MSI,Thermal anomalies,20230305T094031_20230305T094230_T33SVB.jpg
True,2019-03-11T09:40:00,Sentinel 2,MSI,Thermal anomalies,20181214T095409_20181214T095834_T33SVB.jpg
True,2019-03-16T09:40:00,Sentinel 2,MSI,Thermal anomalies,20180222T095031_20180222T095026_T33SVB.jpg
True,2019-03-19T09:50:00,Sentinel 2,MSI,Thermal anomalies,20230112T095249_20230112T095252_T33SVB.jpg
True,2019-03-24T09:50:00,Sentinel 2,MSI,Thermal anomalies,20210728T094029_20210728T094408_T33SVB.jpg
True,2019-03-26T09:40:00,Sentinel 2,MSI,Thermal anomalies,20191002T094031_20191002T094033_T33SVB.jpg
True,2019-03-29T09:50:00,Sentinel 2,MSI,Thermal anomalies,20220706T095039_20220706T095034_T33SVB.jpg
True,2019-03-31T09:40:00,Sentinel 2,MSI,Thermal anomalies,20180627T095029_20180627T095531_T33SVB.jpg
True,2019-04-15T09:40:00,Sentinel 2,MSI,Thermal anomalies,20170624T094031_20170624T094315_T33SVB.jpg
True,2019-04-18T09:50:00,Sentinel 2,MSI,Thermal anomalies,20170818T094029_20170818T094028_T33SVB.jpg
True,2019-04-20T09:40:00,Sentinel 2,MSI,Thermal anomalies,20180818T094031_20180818T094700_T33SVB.jpg
True,2019-04-23T09:50:00,Sentinel 2,MSI,Thermal anomalies,20180118T095329_20180118T095434_T33SVB.jpg
True,2019-04-28T09:50:00,Sentinel 2,MSI,Thermal anomalies,20230119T094229_20230119T094227_T33SVB.jpg
True,2019-04-30T09:40:00,Sentinel 2,MSI,Thermal anomalies,20190311T094029_20190311T094028_T33SVB.jpg
True,2019-05-05T09:40:00,Sentinel 2,MSI,Thermal anomalies,20200308T095029_20200308T095932_T33SVB.jpg
True,2019-05-08T09:50:00,Sentinel 2,MSI,No activity,20200318T095029_20200318T095917_T33SVB.jpg
True,2019-05-30T09:40:00,Sentinel 2,MSI,Lava Flows,20170917T094019_20170917T094932_T33SVB.jpg
True,2019-06-04T09:40:00,Sentinel 2,MSI,Lava Flows,20200810T095041_20200810T095035_T33SVB.jpg
True,2019-06-07T09:50:00,Sentinel 2,MSI,Thermal anomalies,20230424T094031_20230424T094030_T33SVB.jpg
True,2019-06-14T09:40:00,Sentinel 2,MSI,Thermal anomalies,20220924T095029_20220924T095935_T33SVB.jpg
True,2019-06-17T09:50:00,Sentinel 2,MSI,No activity,20180403T095031_20180403T095807_T33SVB.jpg
True,2019-06-24T09:40:00,Sentinel 2,MSI,Thermal anomalies,20201118T095311_20201118T095400_T33SVB.jpg
True,2019-06-27T09:50:00,Sentinel 2,MSI,Thermal anomalies,20180105T094359_20180105T094407_T33SVB.jpg
True,2019-07-07T09:50:00,Sentinel 2,MSI,Thermal anomalies,20230308T095031_20230308T095141_T33SVB.jpg
True,2019-07-09T09:40:00,Sentinel 2,MSI,Thermal anomalies,20220810T094601_20220810T100017_T33SVB.jpg
True,2019-07-12T09:50:00,Sentinel 2,MSI,Thermal anomalies,20221004T095029_20221004T095914_T33SVB.jpg
True,2019-07-14T09:40:00,Sentinel 2,MSI,Thermal anomalies,20200404T094029_20200404T094524_T33SVB.jpg
True,2019-07-17T09:50:00,Sentinel 2,MSI,Thermal anomalies,20200916T094041_20200916T094350_T33SVB.jpg
True,2019-07-19T09:40:00,Sentinel 2,MSI,Lava Flows,20220218T094041_20220218T094350_T33SVB.jpg
True,2019-07-22T09:50:00,Sentinel 2,MSI,Thermal anomalies,20211004T095031_20211004T095403_T33SVB.jpg
True,2019-07-27T09:50:00,Sentinel 2,MSI,Thermal anomalies,20210529T094029_20210529T094711_T33SVB.jpg
True,2019-07-29T09:40:00,Sentinel 2,MSI,Thermal anomalies,20181124T095329_20181124T095947_T33SVB.jpg
True,2019-08-01T09:50:00,Sentinel 2,MSI,Thermal anomalies,20200207T095059_20200207T095055_T33SVB.jpg
True,2019-08-03T09:40:00,Sentinel 2,MSI,Thermal anomalies,20170428T095031_20170428T095704_T33SVB.jpg
True,2019-08-08T09:40:00,Sentinel 2,MSI,Thermal anomalies,20220529T094041_20220529T094038_T33SVB.jpg
True,2019-08-13T09:40:00,Sentinel 2,MSI,Thermal anomalies,20180326T094029_20180326T094622_T33SVB.jpg
True,2019-08-16T09:50:00,Sentinel 2,MSI,Thermal anomalies,20221016T094031_20221016T094327_T33SVB.jpg
True,2019-08-21T09:50:00,Sentinel 2,MSI,Thermal anomalies,20200926T094041_20200926T094351_T33SVB.jpg
True,2019-09-07T09:40:00,Sentinel 2,MSI,Thermal anomalies,20210919T095029_20210919T095829_T33SVB.jpg
True,2019-09-10T09:50:00,Sentinel 2,MSI,Thermal anomalies,20210623T094031_20210623T094347_T33SVB.jpg
True,2019-09-12T09:40:00,Sentinel 2,MSI,Lava Flows,20220820T094601_20220820T094823_T33SVB.jpg
True,2019-09-15T09:50:00,Sentinel 2,MSI,Thermal anomalies,20201218T095421_20201218T095421_T33SVB.jpg
True,2019-09-17T09:40:00,Sentinel 2,MSI,Thermal anomalies,20180624T094029_20180624T094735_T33SVB.jpg
True,2019-09-20T09:50:00,Sentinel 2,MSI,Thermal anomalies,20221006T093901_20221006T094149_T33SVB.jpg
True,2019-09-22T09:40:00,Sentinel 2,MSI,Thermal anomalies,20200130T094231_20200130T094334_T33SVB.jpg
True,2019-09-25T09:50:00,Sentinel 2,MSI,Thermal anomalies,20180604T094029_20180604T094831_T33SVB.jpg
True,2019-09-27T09:40:00,Sentinel 2,MSI,Lava Flows,20170813T094031_20170813T094817_T33SVB.jpg
True,2019-09-30T09:50:00,Sentinel 2,MSI,Thermal anomalies,20180816T095029_20180816T095421_T33SVB.jpg
True,2019-10-02T09:40:00,Sentinel 2,MSI,Thermal anomalies,20181007T094031_20181007T094027_T33SVB.jpg
True,2019-10-05T09:50:00,Sentinel 2,MSI,Thermal anomalies,20171201T094341_20171201T094519_T33SVB.jpg
True,2019-10-12T09:40:00,Sentinel 2,MSI,Thermal anomalies,20230129T094149_20230129T094143_T33SVB.jpg
True,2019-10-15T09:50:00,Sentinel 2,MSI,Thermal anomalies,20180103T095401_20180103T095700_T33SVB.jpg
